Fondsposition per,"03.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"TWTR","TWITTER INC","Kommunikation","Aktien","22.166.605,84","0,05","22.166.605,84","642.883,00","34,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AWK","AMERICAN WATER WORKS INC","Versorger","Aktien","21.949.648,54","0,05","21.949.648,54","139.354,00","157,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NA","NATIONAL BANK OF CANADA","Financials","Aktien","21.934.103,68","0,05","21.934.103,68","271.946,00","80,66","Kanada","Toronto Stock Exchange","CAD"
"FRC","FIRST REPUBLIC BANK","Financials","Aktien","21.853.980,04","0,05","21.853.980,04","124.937,00","174,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","IT","Aktien","21.785.738,00","0,05","21.785.738,00","42.860,00","508,30","Vereinigte Staaten","NASDAQ","USD"
"LNG","CHENIERE ENERGY INC","Energie","Aktien","21.742.932,50","0,05","21.742.932,50","189.250,00","114,89","Vereinigte Staaten","Nyse Mkt Llc","USD"
"RWE","RWE AG","Versorger","Aktien","21.691.335,97","0,05","21.691.335,97","516.680,00","41,98","Deutschland","Xetra","EUR"
"MTCH","MATCH GROUP INC","Kommunikation","Aktien","21.685.374,92","0,05","21.685.374,92","193.654,00","111,98","Vereinigte Staaten","NASDAQ","USD"
"EFX","EQUIFAX INC","Industrie","Aktien","21.660.891,70","0,05","21.660.891,70","92.786,00","233,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HAL","HALLIBURTON","Energie","Aktien","21.653.630,04","0,05","21.653.630,04","693.582,00","31,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CERN","CERNER CORP","Gesundheitsversorgung","Aktien","21.650.964,60","0,05","21.650.964,60","236.055,00","91,72","Vereinigte Staaten","NASDAQ","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Immobilien","Aktien","21.625.281,45","0,05","21.625.281,45","112.755,00","191,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ANET","ARISTA NETWORKS INC","IT","Aktien","21.583.563,12","0,05","21.583.563,12","176.596,00","122,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ANSS","ANSYS INC","IT","Aktien","21.548.577,96","0,05","21.548.577,96","66.287,00","325,08","Vereinigte Staaten","NASDAQ","USD"
"LEN","LENNAR A CORP","Zyklische Konsumgüter ","Aktien","21.537.505,11","0,05","21.537.505,11","227.117,00","94,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CHD","CHURCH AND DWIGHT INC","Nichtzyklische Konsumgüter","Aktien","21.503.211,52","0,05","21.503.211,52","208.688,00","103,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DDOG","DATADOG INC CLASS A","IT","Aktien","21.486.539,54","0,05","21.486.539,54","155.677,00","138,02","Vereinigte Staaten","NASDAQ","USD"
"EQNR","EQUINOR","Energie","Aktien","21.379.303,70","0,05","21.379.303,70","749.170,00","28,54","Norwegen","Oslo Bors Asa","NOK"
"CPRT","COPART INC","Industrie","Aktien","21.346.357,66","0,05","21.346.357,66","166.223,00","128,42","Vereinigte Staaten","NASDAQ","USD"
"LH","LABORATORY CORPORATION OF AMERICA","Gesundheitsversorgung","Aktien","21.276.801,81","0,05","21.276.801,81","76.527,00","278,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Immobilien","Aktien","21.239.638,14","0,05","21.239.638,14","103.841,00","204,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrie","Aktien","21.219.658,35","0,05","21.219.658,35","2.329.664,00","9,11","Australien","Asx - All Markets","AUD"
"MKC","MCCORMICK & CO NON-VOTING INC","Nichtzyklische Konsumgüter","Aktien","21.213.349,50","0,05","21.213.349,50","206.155,00","102,90","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BA.","BAE SYSTEMS PLC","Industrie","Aktien","21.197.691,45","0,05","21.197.691,45","2.719.864,00","7,79","Vereinigtes Königreich","London Stock Exchange","GBP"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materialien","Aktien","21.134.713,26","0,05","21.134.713,26","211.326,00","100,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CSGP","COSTAR GROUP INC","Industrie","Aktien","21.062.515,68","0,04","21.062.515,68","308.744,00","68,22","Vereinigte Staaten","NASDAQ","USD"
"CDW","CDW CORP","IT","Aktien","20.962.717,04","0,04","20.962.717,04","108.632,00","192,97","Vereinigte Staaten","NASDAQ","USD"
"HEIA","HEINEKEN NV","Nichtzyklische Konsumgüter","Aktien","20.922.002,44","0,04","20.922.002,44","195.984,00","106,75","Niederlande","Euronext Amsterdam","EUR"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Aktien","20.667.130,72","0,04","20.667.130,72","286.288,00","72,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXPE","EXPEDIA GROUP INC","Zyklische Konsumgüter ","Aktien","20.648.893,80","0,04","20.648.893,80","112.430,00","183,66","Vereinigte Staaten","NASDAQ","USD"
"6702","FUJITSU LTD","IT","Aktien","20.629.556,73","0,04","20.629.556,73","149.259,00","138,21","Japan","Tokyo Stock Exchange","JPY"
"SNAP","SNAP INC CLASS A","Kommunikation","Aktien","20.572.160,00","0,04","20.572.160,00","839.680,00","24,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UOB","UNITED OVERSEAS BANK LTD","Financials","Aktien","20.377.976,12","0,04","20.377.976,12","883.451,00","23,07","Singapur","Singapore Exchange","SGD"
"VMW","VMWARE CLASS A INC","IT","Aktien","20.272.850,57","0,04","20.272.850,57","155.981,00","129,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DOV","DOVER CORP","Industrie","Aktien","20.251.835,64","0,04","20.251.835,64","123.819,00","163,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FMG","FORTESCUE METALS GROUP LTD","Materialien","Aktien","20.241.092,11","0,04","20.241.092,11","1.339.858,00","15,11","Australien","Asx - All Markets","AUD"
"CSGN","CREDIT SUISSE GROUP AG","Financials","Aktien","20.208.902,69","0,04","20.208.902,69","2.091.098,00","9,66","Schweiz","SIX Swiss Exchange","CHF"
"SWK","STANLEY BLACK & DECKER INC","Industrie","Aktien","20.156.713,44","0,04","20.156.713,44","115.604,00","174,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FNV","FRANCO NEVADA CORP","Materialien","Aktien","20.124.308,56","0,04","20.124.308,56","149.072,00","135,00","Kanada","Toronto Stock Exchange","CAD"
"VWS","VESTAS WIND SYSTEMS","Industrie","Aktien","20.107.357,53","0,04","20.107.357,53","776.567,00","25,89","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Aktien","20.106.773,26","0,04","20.106.773,26","291.487,00","68,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HES","HESS CORP","Energie","Aktien","20.068.972,00","0,04","20.068.972,00","218.141,00","92,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TEF","TELEFONICA SA","Kommunikation","Aktien","20.017.622,20","0,04","20.017.622,20","4.184.844,00","4,78","Spanien","Bolsa De Madrid","EUR"
"SSE","SSE PLC","Versorger","Aktien","19.950.333,09","0,04","19.950.333,09","921.566,00","21,65","Vereinigtes Königreich","London Stock Exchange","GBP"
"IT","GARTNER INC","IT","Aktien","19.893.257,02","0,04","19.893.257,02","68.614,00","289,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GMAB","GENMAB","Gesundheitsversorgung","Aktien","19.860.399,55","0,04","19.860.399,55","57.298,00","346,62","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CVE","CENOVUS ENERGY INC","Energie","Aktien","19.850.120,59","0,04","19.850.120,59","1.289.546,00","15,39","Kanada","Toronto Stock Exchange","CAD"
"KEY","KEYCORP","Financials","Aktien","19.830.283,98","0,04","19.830.283,98","774.318,00","25,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7733","OLYMPUS CORP","Gesundheitsversorgung","Aktien","19.831.052,27","0,04","19.831.052,27","875.500,00","22,65","Japan","Tokyo Stock Exchange","JPY"
"SYF","SYNCHRONY FINANCIAL","Financials","Aktien","19.734.087,75","0,04","19.734.087,75","467.079,00","42,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VMC","VULCAN MATERIALS","Materialien","Aktien","19.709.328,80","0,04","19.709.328,80","106.330,00","185,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7751","CANON INC","IT","Aktien","19.620.228,87","0,04","19.620.228,87","804.664,00","24,38","Japan","Tokyo Stock Exchange","JPY"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Kommunikation","Aktien","19.551.717,00","0,04","19.551.717,00","127.789,00","153,00","Vereinigte Staaten","NASDAQ","USD"
"ON","ON SEMICONDUCTOR CORP","IT","Aktien","19.448.435,16","0,04","19.448.435,16","345.996,00","56,21","Vereinigte Staaten","NASDAQ","USD"
"5108","BRIDGESTONE CORP","Zyklische Konsumgüter ","Aktien","19.307.795,54","0,04","19.307.795,54","429.251,00","44,98","Japan","Tokyo Stock Exchange","JPY"
"HPE","HEWLETT PACKARD ENTERPRISE","IT","Aktien","19.210.701,85","0,04","19.210.701,85","1.140.101,00","16,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BBY","BEST BUY INC","Zyklische Konsumgüter ","Aktien","19.164.821,20","0,04","19.164.821,20","197.372,00","97,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DTE","DTE ENERGY","Versorger","Aktien","19.156.893,66","0,04","19.156.893,66","159.561,00","120,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KDP","KEURIG DR PEPPER INC","Nichtzyklische Konsumgüter","Aktien","19.153.621,25","0,04","19.153.621,25","494.287,00","38,75","Vereinigte Staaten","NASDAQ","USD"
"VRSN","VERISIGN INC","IT","Aktien","19.116.787,05","0,04","19.116.787,05","87.471,00","218,55","Vereinigte Staaten","NASDAQ","USD"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financials","Aktien","19.075.747,51","0,04","19.075.747,51","4.812.826,00","3,96","Vereinigtes Königreich","London Stock Exchange","GBP"
"ABC","AMERISOURCEBERGEN CORP","Gesundheitsversorgung","Aktien","19.044.950,76","0,04","19.044.950,76","138.127,00","137,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NET","CLOUDFLARE INC CLASS A","IT","Aktien","19.042.503,30","0,04","19.042.503,30","197.005,00","96,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6503","MITSUBISHI ELECTRIC CORP","Industrie","Aktien","18.950.294,45","0,04","18.950.294,45","1.582.911,00","11,97","Japan","Tokyo Stock Exchange","JPY"
"NTRS","NORTHERN TRUST CORP","Financials","Aktien","18.940.214,80","0,04","18.940.214,80","158.363,00","119,60","Vereinigte Staaten","NASDAQ","USD"
"4901","FUJIFILM HOLDINGS CORP","IT","Aktien","18.866.043,91","0,04","18.866.043,91","280.961,00","67,15","Japan","Tokyo Stock Exchange","JPY"
"EPAM","EPAM SYSTEMS INC","IT","Aktien","18.737.832,96","0,04","18.737.832,96","42.248,00","443,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4452","KAO CORP","Nichtzyklische Konsumgüter","Aktien","18.708.042,30","0,04","18.708.042,30","375.124,00","49,87","Japan","Tokyo Stock Exchange","JPY"
"FLTR","FLUTTER ENTERTAINMENT PLC","Zyklische Konsumgüter ","Aktien","18.697.418,34","0,04","18.697.418,34","130.124,00","143,69","Irland","Irish Stock Exchange - All Market","EUR"
"CLNX","CELLNEX TELECOM SA","Kommunikation","Aktien","18.591.460,96","0,04","18.591.460,96","398.417,00","46,66","Spanien","Bolsa De Madrid","EUR"
"6971","KYOCERA CORP","IT","Aktien","18.578.822,33","0,04","18.578.822,33","308.114,00","60,30","Japan","Tokyo Stock Exchange","JPY"
"669","TECHTRONIC INDUSTRIES LTD","Industrie","Aktien","18.560.008,21","0,04","18.560.008,21","1.130.000,00","16,42","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"TSCO","TRACTOR SUPPLY","Zyklische Konsumgüter ","Aktien","18.538.664,04","0,04","18.538.664,04","84.474,00","219,46","Vereinigte Staaten","NASDAQ","USD"
"GWW","WW GRAINGER INC","Industrie","Aktien","18.484.033,28","0,04","18.484.033,28","36.416,00","507,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DRE","DUKE REALTY REIT CORP","Immobilien","Aktien","18.437.504,40","0,04","18.437.504,40","313.563,00","58,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SWKS","SKYWORKS SOLUTIONS INC","IT","Aktien","18.424.711,68","0,04","18.424.711,68","132.992,00","138,54","Vereinigte Staaten","NASDAQ","USD"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Gesundheitsversorgung","Aktien","18.427.340,31","0,04","18.427.340,31","151.953,00","121,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VIE","VEOLIA ENVIRON. SA","Versorger","Aktien","18.416.864,24","0,04","18.416.864,24","490.882,00","37,52","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Aktien","18.414.249,75","0,04","18.414.249,75","1.182.675,00","15,57","Vereinigte Staaten","NASDAQ","USD"
"RF","REGIONS FINANCIAL CORP","Financials","Aktien","18.384.406,38","0,04","18.384.406,38","779.661,00","23,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Aktien","18.284.178,60","0,04","18.284.178,60","800.900,00","22,83","Japan","Tokyo Stock Exchange","JPY"
"G","ASSICURAZIONI GENERALI","Financials","Aktien","18.251.731,48","0,04","18.251.731,48","856.456,00","21,31","Italien","Borsa Italiana","EUR"
"SLHN","SWISS LIFE HOLDING AG","Financials","Aktien","18.241.074,39","0,04","18.241.074,39","27.944,00","652,77","Schweiz","SIX Swiss Exchange","CHF"
"OKTA","OKTA INC CLASS A","IT","Aktien","18.238.138,80","0,04","18.238.138,80","99.771,00","182,80","Vereinigte Staaten","NASDAQ","USD"
"PKI","PERKINELMER INC","Gesundheitsversorgung","Aktien","18.215.332,74","0,04","18.215.332,74","96.921,00","187,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UPM","UPM-KYMMENE","Materialien","Aktien","18.216.011,96","0,04","18.216.011,96","486.565,00","37,44","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"GEBN","GEBERIT AG","Industrie","Aktien","18.207.084,51","0,04","18.207.084,51","27.238,00","668,44","Schweiz","SIX Swiss Exchange","CHF"
"STAN","STANDARD CHARTERED PLC","Financials","Aktien","18.139.086,01","0,04","18.139.086,01","2.402.088,00","7,55","Vereinigtes Königreich","London Stock Exchange","GBP"
"URI","UNITED RENTALS INC","Industrie","Aktien","18.077.239,60","0,04","18.077.239,60","55.720,00","324,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Aktien","18.073.734,79","0,04","18.073.734,79","341.207,00","52,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MT","ARCELORMITTAL SA","Materialien","Aktien","18.057.708,87","0,04","18.057.708,87","568.301,00","31,77","Frankreich","Euronext Amsterdam","EUR"
"4911","SHISEIDO LTD","Nichtzyklische Konsumgüter","Aktien","18.042.040,82","0,04","18.042.040,82","348.745,00","51,73","Japan","Tokyo Stock Exchange","JPY"
"4543","TERUMO CORP","Gesundheitsversorgung","Aktien","18.034.429,70","0,04","18.034.429,70","482.100,00","37,41","Japan","Tokyo Stock Exchange","JPY"
"MG","MAGNA INTERNATIONAL INC","Zyklische Konsumgüter ","Aktien","18.002.300,70","0,04","18.002.300,70","223.111,00","80,69","Kanada","Toronto Stock Exchange","CAD"
"MTB","M&T BANK CORP","Financials","Aktien","17.972.416,92","0,04","17.972.416,92","102.594,00","175,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Immobilien","Aktien","17.941.609,50","0,04","17.941.609,50","84.225,00","213,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALB","ALBEMARLE CORP","Materialien","Aktien","17.945.251,58","0,04","17.945.251,58","83.443,00","215,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FANG","DIAMONDBACK ENERGY INC","Energie","Aktien","17.943.546,42","0,04","17.943.546,42","138.678,00","129,39","Vereinigte Staaten","NASDAQ","USD"
"SGRO","SEGRO REIT PLC","Immobilien","Aktien","17.930.095,32","0,04","17.930.095,32","1.010.993,00","17,74","Vereinigtes Königreich","London Stock Exchange","GBP"
"DOCU","DOCUSIGN INC","IT","Aktien","17.924.256,00","0,04","17.924.256,00","156.900,00","114,24","Vereinigte Staaten","NASDAQ","USD"
"BT.A","BT GROUP PLC","Kommunikation","Aktien","17.925.352,04","0,04","17.925.352,04","7.078.610,00","2,53","Vereinigtes Königreich","London Stock Exchange","GBP"
"2914","JAPAN TOBACCO INC","Nichtzyklische Konsumgüter","Aktien","17.796.725,97","0,04","17.796.725,97","875.698,00","20,32","Japan","Tokyo Stock Exchange","JPY"
"ORA","ORANGE SA","Kommunikation","Aktien","17.775.898,80","0,04","17.775.898,80","1.488.147,00","11,94","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DNB","DNB BANK","Financials","Aktien","17.717.625,71","0,04","17.717.625,71","719.343,00","24,63","Norwegen","Oslo Bors Asa","NOK"
"INVH","INVITATION HOMES INC","Immobilien","Aktien","17.720.401,60","0,04","17.720.401,60","417.934,00","42,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FE","FIRSTENERGY CORP","Versorger","Aktien","17.667.711,00","0,04","17.667.711,00","414.735,00","42,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NWG","NATWEST GROUP PLC","Financials","Aktien","17.646.628,00","0,04","17.646.628,00","5.132.611,00","3,44","Vereinigtes Königreich","London Stock Exchange","GBP"
"MDB","MONGODB INC CLASS A","IT","Aktien","17.599.848,35","0,04","17.599.848,35","46.091,00","381,85","Vereinigte Staaten","NASDAQ","USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","IT","Aktien","17.566.916,17","0,04","17.566.916,17","162.401,00","108,17","Vereinigte Staaten","NASDAQ","USD"
"EIX","EDISON INTERNATIONAL","Versorger","Aktien","17.569.326,88","0,04","17.569.326,88","286.192,00","61,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KHC","KRAFT HEINZ","Nichtzyklische Konsumgüter","Aktien","17.492.070,40","0,04","17.492.070,40","488.060,00","35,84","Vereinigte Staaten","NASDAQ","USD"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Aktien","17.451.488,25","0,04","17.451.488,25","1.321.240,00","13,21","Schweden","Nasdaq Omx Nordic","SEK"
"AKZA","AKZO NOBEL NV","Materialien","Aktien","17.453.470,98","0,04","17.453.470,98","168.950,00","103,31","Niederlande","Euronext Amsterdam","EUR"
"PPL","PPL CORP","Versorger","Aktien","17.363.393,60","0,04","17.363.393,60","585.020,00","29,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AV.","AVIVA PLC","Financials","Aktien","17.361.030,37","0,04","17.361.030,37","2.899.556,00","5,99","Vereinigtes Königreich","London Stock Exchange","GBP"
"IMB","IMPERIAL BRANDS PLC","Nichtzyklische Konsumgüter","Aktien","17.314.716,65","0,04","17.314.716,65","737.884,00","23,47","Vereinigtes Königreich","London Stock Exchange","GBP"
"6301","KOMATSU LTD","Industrie","Aktien","17.301.522,84","0,04","17.301.522,84","710.838,00","24,34","Japan","Tokyo Stock Exchange","JPY"
"SAMPO","SAMPO","Financials","Aktien","17.292.359,69","0,04","17.292.359,69","342.039,00","50,56","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"IFC","INTACT FINANCIAL CORP","Financials","Aktien","17.188.422,44","0,04","17.188.422,44","126.065,00","136,35","Kanada","Toronto Stock Exchange","CAD"
"BFB","BROWN FORMAN CORP CLASS B","Nichtzyklische Konsumgüter","Aktien","17.155.945,80","0,04","17.155.945,80","252.145,00","68,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"COO","COOPER INC","Gesundheitsversorgung","Aktien","17.059.338,67","0,04","17.059.338,67","43.649,00","390,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RJF","RAYMOND JAMES INC","Financials","Aktien","16.958.771,65","0,04","16.958.771,65","156.953,00","108,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AVTR","AVANTOR INC","Gesundheitsversorgung","Aktien","16.946.039,28","0,04","16.946.039,28","448.664,00","37,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
